,citation,clustering_coeffs,degree_centrality,betweenness_centrality,gatekeepres,populars,embeddeds,colab_w_g,colab_w_p,colab_w_em
57200531179,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200530718,7.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200530694,6.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200529936,2.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200529787,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200529769,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,1,0,0
57200529246,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200529154,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200528601,1.0,1.0,7.475294152824914e-05,0.0,0,0,0,1,0,0
57200527978,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200527385,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57200526681,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200525966,2.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200525433,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200524989,8.0,0.9157894736842105,0.00029901176611299657,1.3755288153344567e-09,1,0,0,0,0,0
57200524961,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200524830,1.0,1.0,0.0016744658902327807,0.0,0,1,0,0,1,0
57200524676,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200524278,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200522655,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200522204,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200521915,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200521450,1.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200521323,5.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200519640,0.0,0.42857142857142855,0.0001046541181395488,1.430549967947835e-08,1,0,0,0,0,0
57200519147,0.0,0.0,0.0,0.0,0,0,0,0,0,0
57200518627,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200518226,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,1,0,0
57200517670,2.0,1.0,0.00017940705966779794,0.0,0,0,0,1,0,0
57200517412,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200517348,13.0,1.0,0.005292508260200039,0.0,0,1,0,0,1,0
57200517230,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200514994,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200513845,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200513033,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200512524,3.0,1.0,0.0002691105895016969,0.0,0,0,0,0,0,0
57200512160,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200512103,0.0,0.8333333333333334,5.980235322259931e-05,1.4901562166123282e-10,0,0,0,0,0,0
57200511876,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200511592,1.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200506343,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200506058,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200504343,13.0,0.0,1.4950588305649827e-05,0.0,0,0,0,1,0,0
57200504051,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200503698,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200503612,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200501650,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200500910,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,1
57200500593,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200499948,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200499464,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200498825,1.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200497249,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200496730,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200496372,2.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200451431,9.0,1.0,0.00023920941289039724,0.0,0,0,0,0,0,0
57200451008,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200449138,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200449072,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57200448348,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200448301,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200447398,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200445159,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200443810,1.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200441350,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200439899,12.0,0.6388888888888888,0.00013455529475084845,1.8999491761807184e-09,1,0,0,0,0,0
57200438220,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200436822,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200436474,4.0,0.9649122807017544,0.0002840611778073467,3.5888922320895805e-07,1,0,0,1,0,0
57200436065,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200424164,2.0,1.0,7.475294152824914e-05,0.0,0,0,0,1,0,0
57200421996,2.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200421749,1.0,1.0,2.9901176611299655e-05,0.0,0,0,0,1,0,0
57200420144,6.0,0.5285714285714286,0.0003139623544186464,3.934012411856546e-08,1,1,0,0,0,0
57200420071,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,1,0,0
57200419077,5.0,0.5714285714285714,0.0001046541181395488,1.0863238819103873e-08,1,0,0,0,0,0
57200418828,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200418733,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200418714,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200418590,0.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57200417839,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,1
57200417174,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200414004,1.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200413699,1.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200413058,3.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200412968,1.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200412759,0.0,1.0,0.00014950588305649828,0.0,0,0,0,0,0,0
57200411865,0.0,0.8333333333333334,0.00013455529475084845,1.3954144218600624e-08,1,0,0,1,0,1
57200411525,0.0,0.8333333333333334,0.00013455529475084845,1.3954144218600624e-08,1,0,0,1,0,0
57200411188,2.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200410290,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200409225,0.0,1.0,0.00014950588305649828,0.0,0,0,0,0,0,0
57200408659,3.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200407925,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200407791,1.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200406565,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200406482,19.0,0.9219183034100494,0.0057858776742864835,7.796680315870055e-07,1,1,0,1,1,0
57200400450,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,1,0,0
57200399438,5.0,1.0,0.001300701182591535,0.0,0,1,0,0,1,0
57200398549,2.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,1
57200398059,3.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200397766,1.0,1.0,0.00014950588305649828,0.0,0,0,0,0,0,1
57200397709,22.0,0.8809523809523809,0.0003139623544186464,2.4215038519950326e-09,1,1,0,1,1,0
57200396714,37.0,0.5473484848484849,0.0004933694140864443,8.671748538992531e-08,1,1,0,1,1,0
57200394792,1.0,1.0,0.00014950588305649828,0.0,0,0,0,0,0,0
57200393924,1.0,1.0,0.0002093082362790976,0.0,0,0,0,0,0,1
57200393400,2.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200391487,1.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57200390526,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200389487,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200389063,9.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57200386643,1.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200385868,4.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200385510,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200383969,0.0,1.0,0.0002093082362790976,0.0,0,0,0,0,0,0
57200383782,2.0,0.5636363636363636,0.0001644564713621481,7.510387331726134e-08,1,0,0,1,0,0
57200383242,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,1,0,1
57200382873,1.0,1.0,0.0002691105895016969,0.0,0,0,0,0,0,0
57200382785,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200382718,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,1,0,0
57200381514,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,1,0,0
57200381360,1.0,0.6842105263157895,0.0002840611778073467,1.7703055853354464e-08,1,0,0,1,0,0
57200381149,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200379266,0.0,1.0,0.0001644564713621481,0.0,0,0,0,0,0,0
57200379263,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200378270,1.0,1.0,0.0001644564713621481,0.0,0,0,0,0,0,0
57200377841,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200377744,1.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200376657,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200374534,8.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200372778,10.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200371494,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200370877,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200370869,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200370110,10.0,0.6,8.970352983389897e-05,1.3411405949510955e-09,1,0,0,1,0,0
57200369312,1.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200368983,2.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57200368617,3.0,0.9916666666666667,0.00023920941289039724,1.8066653970209701e-07,1,0,0,1,0,0
57200368093,0.0,0.5714285714285714,0.00011960470644519862,5.364562379804382e-09,1,0,0,0,0,0
57200365897,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200363802,2.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57200344372,2.0,0.0,0.0,0.0,0,0,0,0,0,0
57200341079,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200339687,0.0,1.0,0.00019435764797344775,0.0,0,0,0,0,0,0
57200338699,19.0,1.0,0.00023920941289039724,0.0,0,0,0,0,0,0
57200338646,26.0,0.23809523809523808,0.0001046541181395488,5.81160924478808e-09,1,0,0,1,0,0
57200337917,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200337364,1.0,1.0,0.00014950588305649828,0.0,0,0,0,1,1,1
57200337035,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200336772,2.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200336675,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200336330,17.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57200334969,2.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200334729,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200332371,5.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200332260,12.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,1
57200332195,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200332008,0.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57200331581,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200329935,2.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200329875,2.0,1.0,0.00014950588305649828,0.0,0,0,0,1,1,0
57200329008,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200328941,3.0,0.4766666666666667,0.0003737647076412457,3.0307110251947017e-05,1,1,0,1,1,0
57200328922,0.0,1.0,0.00023920941289039724,0.0,0,0,0,0,0,0
57200326638,1.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200325843,1.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200324682,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200321322,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200317076,6.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200316444,2.0,0.7818181818181819,0.0001644564713621481,1.3411405949510955e-09,1,0,0,0,0,0
57200315665,0.0,0.6,8.970352983389897e-05,1.3411405949510955e-09,1,0,0,0,0,1
57200314809,1.0,0.0,1.4950588305649827e-05,0.0,0,0,0,1,1,0
57200313063,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200310649,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200309797,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200309686,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,1
57200301461,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200300666,6.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200297879,41.0,1.0,0.001958527068040127,0.0,0,1,0,0,1,0
57200297854,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,1,0,0
57200297805,0.0,0.9111111111111111,0.00014950588305649828,2.5545535141925626e-10,0,0,0,0,0,0
57200297175,3.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200296922,20.0,1.0,7.475294152824914e-05,0.0,0,0,0,1,0,0
57200296303,2.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200296226,1.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200295712,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200295101,1.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200294870,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200294495,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200293270,0.0,1.0,0.00023920941289039724,0.0,0,0,0,0,0,0
57200293074,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200292958,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200291660,6.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200291608,0.0,0.8,8.970352983389897e-05,4.4704686498369846e-10,0,0,0,1,0,0
57200290811,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200289332,1.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200288994,6.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200288983,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200288019,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200286108,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200285683,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200285063,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200283881,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200282214,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200281917,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200281870,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200281757,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200281640,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,1
57200280664,1.0,1.0,7.475294152824914e-05,0.0,0,0,0,1,0,0
57200280420,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200280327,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200280318,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200279924,4.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,1
57200279464,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200279036,2.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200278551,11.0,1.0,0.00014950588305649828,0.0,0,0,0,1,1,0
57200278144,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200275950,1.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200274980,1.0,1.0,0.0002093082362790976,0.0,0,0,0,0,0,0
57200273253,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200272985,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200268870,3.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200267910,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200265950,2.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200265948,5.0,0.4485294117647059,0.0002541600011960471,3.352851487377738e-08,1,0,0,0,0,0
57200265731,2.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200265640,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200264463,1.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200260594,2.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200259440,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,1
57200258754,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200258270,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200258246,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200257823,3.0,1.0,0.0001644564713621481,0.0,0,0,0,0,0,0
57200257700,22.0,1.0,0.0002691105895016969,0.0,0,0,0,0,0,0
57200256198,0.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57200256075,5.0,1.0,0.00017940705966779794,0.0,0,0,0,0,0,0
57200255575,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200255002,2.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200249264,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200248883,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200247544,6.0,0.8095238095238095,0.0001046541181395488,4.4704686498369846e-10,0,0,0,0,0,0
57200247370,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200247340,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,1,0,0
57200246541,5.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57200244607,0.0,1.0,0.0001644564713621481,0.0,0,0,0,0,0,0
57200243872,1.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200243474,1.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200242608,2.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200242478,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200242476,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200242475,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200242152,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200238870,0.0,0.6153846153846154,0.00019435764797344775,1.3411405949510954e-08,1,0,0,0,0,0
57200234853,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200232455,2.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200232252,10.0,0.8218623481781376,0.0005830729439203433,8.957208345761749e-05,1,1,0,1,1,0
57200232185,7.0,1.0,0.001390404712425434,0.0,0,1,0,0,1,0
57200231002,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200230765,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200229670,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200227603,7.0,1.0,0.001390404712425434,0.0,0,1,0,0,1,0
57200226971,2.0,0.3602941176470588,0.0002541600011960471,4.4481163065877996e-08,1,0,0,0,0,0
57200226647,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200224814,0.0,1.0,0.0002541600011960471,0.0,0,0,0,0,0,0
57200224712,7.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200224299,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200223295,7.0,1.0,0.001390404712425434,0.0,0,1,0,0,1,0
57200222553,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200222453,7.0,1.0,0.001390404712425434,0.0,0,1,0,0,1,0
57200221944,0.0,1.0,0.0002541600011960471,0.0,0,0,0,0,0,0
57200221846,10.0,0.7316953316953317,0.001659515301927131,1.628681138508608e-05,1,1,0,0,1,0
57200221716,2.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,1
57200221019,0.0,1.0,0.0002541600011960471,0.0,0,0,0,0,0,0
57200219582,0.0,1.0,0.00017940705966779794,0.0,0,0,0,0,0,0
57200218972,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200218955,5.0,0.52046783625731,0.0002840611778073467,1.7628548042523833e-08,1,0,0,0,0,0
57200218104,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200217997,7.0,1.0,0.001390404712425434,0.0,0,1,0,0,1,0
57200217527,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200217320,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200217063,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200216732,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200216597,0.0,0.4642857142857143,0.00011960470644519862,1.0058554462133215e-07,1,0,0,0,0,0
57200215610,13.0,1.0,0.005292508260200039,0.0,0,1,0,0,1,0
57200214785,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200214678,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200214667,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200214463,0.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57200214339,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200214257,0.0,1.0,0.00023920941289039724,0.0,0,0,0,0,0,0
57200213654,2.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200213601,0.0,0.23809523809523808,0.0001046541181395488,7.152749839739175e-09,1,0,0,0,0,0
57200213516,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200211778,0.0,0.0,0.0,0.0,0,0,0,0,0,0
57200211550,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,1,0,0
57200211469,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200210645,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200210182,1.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200210037,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200208992,12.0,0.3956043956043956,0.0002093082362790976,5.81906002587114e-08,1,0,0,1,0,0
57200208542,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200206607,2.0,0.42857142857142855,0.0001046541181395488,5.364562379804382e-09,1,0,0,0,0,0
57200205575,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200205153,10.0,1.0,0.0002242588245847474,0.0,0,0,0,0,0,0
57200204203,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200202272,4.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200202244,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200201534,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200201440,5.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200201048,0.0,1.0,0.0002691105895016969,0.0,0,0,0,0,0,0
57200200535,7.0,1.0,0.00017940705966779794,0.0,0,0,0,1,0,0
57200200212,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200197794,1.0,0.0,0.0,0.0,0,0,0,0,0,0
57200196899,3.0,1.0,0.00014950588305649828,0.0,0,0,0,0,0,0
57200195333,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200195326,8.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57200195147,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57200195087,1.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200194456,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200193777,1.0,1.0,7.475294152824914e-05,0.0,0,0,0,1,0,0
57200192450,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200191485,11.0,1.0,0.00014950588305649828,0.0,0,0,0,1,1,0
57200190867,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200190073,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57200189138,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57200187572,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200185863,1.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57200185302,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57200183387,2.0,1.0,0.0015997129487045315,0.0,0,1,0,0,1,0
57200183050,4.0,0.7333333333333333,0.0003737647076412457,1.6540734004396842e-08,1,1,0,0,0,0
57200182410,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200181244,2.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200181015,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57200180063,2.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200179630,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,1,0,0
57200179505,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57200178888,2.0,1.0,0.00040366588425254536,0.0,0,1,0,0,1,0
